resume_text,job_description_text,label
"Creative Frontend Developer skilled in building responsive user interfaces with html, css, agile methodologies, vue, react, leadership, javascript.","We are looking for a Machine Learning expert to join our data team. Must know scikit-learn, pandas, python, problem-solving, tensorflow, sql.",No Fit
"Software engineer specializing in backend development with Python. Proficient in flask, python, communication, sql, problem-solving, teamwork, git.","Job opening for a Python programmer. The ideal candidate will know agile methodologies, teamwork, django, sql, problem-solving, flask.",Fit
"UI specialist with a passion for modern web technologies, including html, css, react, typescript, vue, leadership, javascript.","Join our UI team! We are looking for a developer with experience in vue, teamwork, react, problem-solving, javascript, communication.",Fit
"Frontend engineer focused on performance and user experience. Expertise in leadership, typescript, react, html, javascript.","We are looking for a Machine Learning expert to join our data team. Must know statistics, sql, communication, pandas, leadership, tensorflow, python, scikit-learn.",No Fit
"Software engineer specializing in backend development with Python. Proficient in apis, leadership, django, flask, agile methodologies, git, python.","Seeking a skilled Software Engineer for a backend role. Requirements include django, flask, apis, sql, problem-solving, python, teamwork.",Fit
"Certified Cloud Engineer with extensive experience in deploying and managing infrastructure using teamwork, terraform, leadership, aws, communication, ci/cd, kubernetes, docker.","Join our UI team! We are looking for a developer with experience in leadership, javascript, typescript, css, communication, react.",No Fit
"DevOps professional specializing in cloud automation and containerization with ci/cd, problem-solving, kubernetes, aws, teamwork.","Join our UI team! We are looking for a developer with experience in vue, typescript, communication, agile methodologies, javascript, css, react.",No Fit
"Frontend engineer focused on performance and user experience. Expertise in react, leadership, javascript, vue, typescript, communication, agile methodologies, html.","Data Scientist role available. The candidate must be proficient in agile methodologies, python, sql, statistics, teamwork.",No Fit
"Data Scientist with a proven track record of building predictive models using python, tensorflow, scikit-learn, statistics, agile methodologies, pandas.","Data Scientist role available. The candidate must be proficient in python, sql, tensorflow, pandas, problem-solving.",Fit
"Frontend engineer focused on performance and user experience. Expertise in problem-solving, css, vue, javascript, react, html, communication, typescript.","We are looking for a Machine Learning expert to join our data team. Must know sql, leadership, scikit-learn, tensorflow.",No Fit
"Data Scientist with a proven track record of building predictive models using tensorflow, problem-solving, pandas, scikit-learn, leadership, sql.","Data Scientist role available. The candidate must be proficient in problem-solving, sql, teamwork, statistics, pandas.",Fit
"Software engineer specializing in backend development with Python. Proficient in communication, git, django, python, problem-solving, leadership.","Looking for a Frontend Developer proficient in react, html, css, javascript, leadership, agile methodologies, teamwork to build our next-gen UI.",No Fit
"Creative Frontend Developer skilled in building responsive user interfaces with teamwork, typescript, javascript, communication, vue, leadership.","Join our UI team! We are looking for a developer with experience in problem-solving, css, html, vue.",Fit
"Machine learning engineer with a focus on delivering data-driven insights using sql, pandas, python, tensorflow, statistics, leadership, scikit-learn.","Urgent hiring for a React Developer. Must have a strong command of html, problem-solving, agile methodologies, typescript, css, vue, javascript, react.",No Fit
"DevOps professional specializing in cloud automation and containerization with ci/cd, terraform, teamwork, linux, docker.","We are looking for a Machine Learning expert to join our data team. Must know python, statistics, sql, problem-solving, tensorflow.",No Fit
"UI specialist with a passion for modern web technologies, including react, agile methodologies, problem-solving, css, vue, leadership, javascript, html, typescript.","Join our cloud team! We require knowledge of communication, terraform, linux, aws, kubernetes.",No Fit
"UI specialist with a passion for modern web technologies, including react, vue, typescript, leadership.","Join our cloud team! We require knowledge of aws, terraform, kubernetes, communication, problem-solving, leadership.",No Fit
"Creative Frontend Developer skilled in building responsive user interfaces with vue, typescript, leadership, communication, problem-solving, react, css.","Looking for a Frontend Developer proficient in problem-solving, html, javascript, vue, css, react, typescript to build our next-gen UI.",Fit
"Detail-oriented developer with expertise in creating web applications using communication, leadership, django, agile methodologies, sql, python.","Seeking a skilled Software Engineer for a backend role. Requirements include apis, agile methodologies, django, sql.",Fit
"Software engineer specializing in backend development with Python. Proficient in sql, python, problem-solving, git, django, apis, flask.","Data Scientist role available. The candidate must be proficient in leadership, pandas, scikit-learn, tensorflow.",No Fit
"Analytical professional with expertise in machine learning and data analysis. Skilled in agile methodologies, tensorflow, python, pandas, scikit-learn, sql, statistics.","Data Scientist role available. The candidate must be proficient in agile methodologies, leadership, sql, tensorflow, python, scikit-learn, problem-solving, statistics.",Fit
